game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6,total_violations
74,ROUEN,True,3,GUESS,-YY--,5,4,LLM,UNDER,YY-GY,4,4,LLM,ROUEN,GGGGG,0.0,0.0,CSS_TRUE_REPAIR,,,,,,,,,,,,,,,,5629,72,98.72090957541305,72,1,98.61111111111111,1.0,1.0,0.0,,,,,,,,,,0
75,BUENA,True,4,GIVEN,---YY,5,4,LLM,TONNE,---GY,4,4,CSS_TRUE_REPAIR,BEANS,GYYG-,3.0,3.0,CSS_TRUE_REPAIR,BUENA,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,189,96.64238763545924,189,17,91.005291005291,17.0,1.0,94.11764705882352,1.0,1.0,0.0,,,,,,,0
76,MENON,True,4,SAUER,---Y-,5,5,CSS_TRUE_REPAIR,LENOX,-GGG-,2,2,CSS_TRUE_REPAIR,VENOM,-GGGY,2.0,2.0,LLM,MENON,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,344,93.88879019364008,344,2,99.4186046511628,2.0,1.0,50.0,1.0,1.0,0.0,,,,,,,0
77,TRASK,True,4,COULD,-----,5,5,LLM,SHARE,Y-GY-,4,4,LLM,GRAYS,-GG-Y,3.0,3.0,LLM,TRASK,GGGGG,0.0,0.0,CSS_TRUE_REPAIR,,,,,,,,,,,5629,1556,72.35743471309291,1556,17,98.90745501285348,17.0,1.0,94.11764705882352,1.0,1.0,0.0,,,,,,,0
78,CASIO,True,4,COULD,GY---,4,4,LLM,CROPS,G-Y-Y,4,4,LLM,CISCO,GYG-G,2.0,2.0,LLM,CASIO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,43,99.236098774205,43,2,95.34883720930232,2.0,1.0,50.0,1.0,1.0,0.0,,,,,,,0
79,VOILA,True,4,COULD,-G-G-,3,3,LLM,HOWLS,-G-G-,3,3,LLM,POLLY,-G-G-,3.0,3.0,CSS_TRUE_REPAIR,VOILA,GGGGG,0.0,0.0,CSS_TRUE_REPAIR,,,,,,,,,,,5629,34,99.39598507727838,34,14,58.82352941176471,14.0,3.0,78.57142857142857,3.0,1.0,66.66666666666666,,,,,,,0
80,AURAL,True,5,GUESS,-G---,4,4,LLM,MUNDY,-G---,4,4,CSS_TRUE_REPAIR,QUART,-GYY-,4.0,4.0,LLM,RURAL,-GGGG,1.0,1.0,LLM,AURAL,GGGGG,0.0,0.0,CSS_TRUE_REPAIR,,,,,,5629,167,97.03322082074968,167,48,71.25748502994011,48.0,4.0,91.66666666666666,4.0,1.0,75.0,1.0,1.0,0.0,,,,0
81,LEGER,True,5,COULD,---Y-,5,5,LLM,LANES,G--G-,3,3,CSS_TRUE_REPAIR,LEVEL,GG-G-,2.0,2.0,LLM,LEPER,GG-GG,1.0,1.0,LLM,LEGER,GGGGG,0.0,0.0,CSS_TRUE_REPAIR,,,,,,5629,478,91.50826079232546,478,10,97.90794979079496,10.0,2.0,80.0,2.0,1.0,50.0,1.0,1.0,0.0,,,,0
82,DALLY,True,5,GUESS,-----,5,5,LLM,BOARD,--Y-Y,5,5,LLM,MANDY,-G-YG,3.0,3.0,CSS_TRUE_REPAIR,DAILY,GG-GG,1.0,1.0,LLM,DALLY,GGGGG,0.0,0.0,CSS_TRUE_REPAIR,,,,,,5629,1270,77.43826612186889,1270,54,95.748031496063,54.0,3.0,94.44444444444444,3.0,1.0,66.66666666666666,1.0,1.0,0.0,,,,0
83,INIGO,True,3,GATES,Y----,5,5,CSS_TRUE_REPAIR,LINGO,-YYGG,3,2,LLM,INIGO,GGGGG,0.0,0.0,CSS_TRUE_REPAIR,,,,,,,,,,,,,,,,5629,70,98.7564398649849,70,1,98.57142857142858,1.0,1.0,0.0,,,,,,,,,,0
84,KRILL,True,5,START,---Y-,5,5,LLM,COEUR,----Y,5,5,CSS_TRUE_REPAIR,GRIND,-GG--,3.0,3.0,CSS_TRUE_REPAIR,BRILL,-GGGG,1.0,1.0,LLM,KRILL,GGGGG,0.0,0.0,LLM,,,,,,5629,469,91.66814709539882,469,23,95.0959488272921,23.0,3.0,86.95652173913044,3.0,1.0,66.66666666666666,1.0,1.0,0.0,,,,0
85,SNIDE,True,5,GASOL,--Y--,5,5,CSS_TRUE_REPAIR,RUINS,--GYY,4,4,CSS_TRUE_REPAIR,SNIFF,GGG--,2.0,2.0,LLM,SNIPE,GGG-G,1.0,1.0,LLM,SNIDE,GGGGG,0.0,0.0,CSS_TRUE_REPAIR,,,,,,5629,497,91.1707230413928,497,4,99.19517102615694,4.0,2.0,50.0,2.0,1.0,50.0,1.0,1.0,0.0,,,,0
86,LEWES,True,5,START,Y----,5,5,LLM,GUESS,--Y-G,4,4,LLM,NILES,--YGG,3.0,3.0,CSS_TRUE_REPAIR,LOWES,G-GGG,1.0,1.0,LLM,LEWES,GGGGG,0.0,0.0,CSS_TRUE_REPAIR,,,,,,5629,500,91.117427607035,500,111,77.8,111.0,6.0,94.5945945945946,6.0,1.0,83.33333333333334,1.0,1.0,0.0,,,,0
87,TAMER,True,5,COULD,-----,5,5,LLM,SATIN,-GY--,4,4,CSS_TRUE_REPAIR,TAPER,GG-GG,1.0,1.0,LLM,TAKER,GG-GG,1.0,1.0,LLM,TAMER,GGGGG,0.0,0.0,LLM,,,,,,5629,1556,72.35743471309291,1556,22,98.58611825192804,22.0,2.0,90.9090909090909,2.0,1.0,50.0,1.0,1.0,0.0,,,,0
88,COTTA,True,5,START,-YY-Y,5,5,LLM,TITAN,Y-GY-,4,4,LLM,LOTTA,-GGGG,1.0,1.0,LLM,GOTTA,-GGGG,1.0,1.0,LLM,COTTA,GGGGG,0.0,0.0,CSS_TRUE_REPAIR,,,,,,5629,21,99.62693195949548,21,13,38.095238095238095,13.0,2.0,84.61538461538461,2.0,1.0,50.0,1.0,1.0,0.0,,,,0
89,CORBY,True,4,COVER,GG--Y,3,3,LLM,COURS,GG-Y-,3,3,CSS_TRUE_REPAIR,CORAL,GGG--,2.0,2.0,LLM,CORBY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,15,99.73352282821104,15,5,66.66666666666666,5.0,4.0,20.0,4.0,1.0,75.0,,,,,,,0
90,POLIS,True,4,ARIES,--Y-G,4,4,CSS_TRUE_REPAIR,GILLS,-YG-G,3,3,LLM,SOLIS,-GGGG,1.0,1.0,LLM,POLIS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,88,98.43666725883816,88,2,97.72727272727272,2.0,1.0,50.0,1.0,1.0,0.0,,,,,,,0
91,ROXAS,True,5,MIGHT,-----,5,5,LLM,COLES,-G--G,3,3,CSS_TRUE_REPAIR,ROADS,GGY-G,2.0,2.0,CSS_TRUE_REPAIR,ROJAS,GG-GG,1.0,1.0,LLM,ROXAS,GGGGG,0.0,0.0,LLM,,,,,,5629,1812,67.80955764789483,1812,38,97.9028697571744,38.0,2.0,94.73684210526316,2.0,1.0,50.0,1.0,1.0,0.0,,,,0
92,RANCE,True,5,COULD,Y----,5,5,LLM,EXACT,Y-YG-,4,4,LLM,NANCE,-GGGG,1.0,1.0,LLM,VANCE,-GGGG,1.0,1.0,LLM,RANCE,GGGGG,0.0,0.0,LLM,,,,,,5629,209,96.28708473974062,209,7,96.65071770334929,7.0,3.0,57.14285714285714,3.0,2.0,33.33333333333333,2.0,1.0,50.0,,,,0
93,CARON,True,5,GIVEN,----G,4,4,LLM,RAYON,YG-GG,2,2,CSS_TRUE_REPAIR,BARON,-GGGG,1.0,1.0,LLM,AARON,-GGGG,1.0,1.0,LLM,CARON,GGGGG,0.0,0.0,LLM,,,,,,5629,142,97.47734944039794,142,3,97.88732394366195,3.0,2.0,33.33333333333333,2.0,1.0,50.0,1.0,1.0,0.0,,,,0
94,SURYA,True,4,COULD,--Y--,5,5,LLM,TUBES,-G--Y,4,4,CSS_TRUE_REPAIR,SUNNY,GG--Y,3.0,3.0,LLM,SURYA,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,266,95.27447148694262,266,20,92.4812030075188,20.0,1.0,95.0,1.0,1.0,0.0,,,,,,,0
95,AGGIE,True,3,WORDS,-----,5,5,LLM,MIGHT,-YG--,4,4,LLM,AGGIE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,1044,81.45318884348907,1044,4,99.61685823754787,4.0,1.0,75.0,,,,,,,,,,0
96,CAUSA,True,3,GUESS,-Y-G-,4,4,LLM,CRUSH,G-GG-,2,2,CSS_TRUE_REPAIR,CAUSA,GGGGG,0.0,0.0,CSS_TRUE_REPAIR,,,,,,,,,,,,,,,,5629,13,99.76905311778292,13,1,92.3076923076923,1.0,1.0,0.0,,,,,,,,,,0
97,BAMBA,True,4,BASED,GG---,3,3,LLM,BAYOU,GG---,3,3,LLM,BARRA,GG--G,2.0,2.0,LLM,BAMBA,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,26,99.53810623556582,26,14,46.15384615384615,14.0,3.0,78.57142857142857,3.0,1.0,66.66666666666666,,,,,,,0
98,MAYNE,False,6,SINCE,--Y-G,4,4,LLM,NORTE,Y---G,4,4,LLM,LAYNE,-GGGG,1.0,1.0,LLM,HAYNE,-GGGG,1.0,1.0,LLM,JAYNE,-GGGG,1.0,1.0,LLM,WAYNE,-GGGG,1.0,1.0,LLM,5629,48,99.14727305027536,48,16,66.66666666666666,16.0,5.0,68.75,5.0,4.0,20.0,4.0,3.0,25.0,3.0,2.0,33.33333333333333,0
99,BOGGS,True,6,COULD,-G---,4,4,LLM,NORSE,-G-Y-,4,4,CSS_TRUE_REPAIR,HOBBS,-GY-G,3.0,3.0,LLM,BOATS,GG--G,2.0,2.0,LLM,BOOKS,GG--G,2.0,2.0,LLM,BOGGS,GGGGG,0.0,0.0,CSS_TRUE_REPAIR,5629,354,93.71113874578076,354,37,89.54802259887006,37.0,5.0,86.48648648648648,5.0,3.0,40.0,3.0,1.0,66.66666666666666,1.0,1.0,0.0,0
100,FINNS,True,5,GUESS,----G,4,4,LLM,LIARS,-G--G,3,3,CSS_TRUE_REPAIR,KINDS,-GG-G,2.0,2.0,CSS_TRUE_REPAIR,MINTS,-GG-G,2.0,2.0,LLM,FINNS,GGGGG,0.0,0.0,LLM,,,,,,5629,393,93.01829809912952,393,28,92.87531806615776,28.0,6.0,78.57142857142857,6.0,1.0,83.33333333333334,1.0,1.0,0.0,,,,0
