file,model,prompt_type,game_id,target,round,guess,feedback,violated,violation_count,redundant_signals,candidates_before,candidates_after,info_gain_bits,entropy_before,entropy_after,candidates_eliminated,reduction_rate
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,8,CRAZY,5,GRADY,-GG-G,False,0,1,2,1,1.0,1.0,0,1,0.5
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,8,CRAZY,6,CRAZY,GGGGG,False,0,3,1,1,0,0,0,0,0.0
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,9,BASES,1,THERE,--Y--,False,0,0,5629,588,3.259,12.4587,9.1997,5041,0.8955
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,9,BASES,2,SYKES,Y--GG,False,0,0,588,16,5.1997,9.1997,4.0,572,0.9728
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,9,BASES,3,MOSES,--GGG,False,0,2,16,8,1.0,4.0,3.0,8,0.5
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,9,BASES,4,BASES,GGGGG,False,0,3,8,1,3.0,3.0,0,7,0.875
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,10,YOUNG,1,STARE,-----,False,0,0,5629,399,3.8184,12.4587,8.6402,5230,0.9291
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,10,YOUNG,2,HOPPY,-G--Y,False,0,0,399,2,7.6402,8.6402,1.0,397,0.995
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,10,YOUNG,3,YOUNG,GGGGG,False,0,1,2,1,1.0,1.0,0,1,0.5
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,11,MEANS,1,THINK,---G-,False,0,0,5629,176,4.9992,12.4587,7.4594,5453,0.9687
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,11,MEANS,2,RUNNY,---G-,False,0,1,176,59,1.5768,7.4594,5.8826,117,0.6648
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,11,MEANS,3,BLEND,--YG-,False,0,1,59,7,3.0753,5.8826,2.8074,52,0.8814
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,11,MEANS,4,SCONE,Y--GY,False,0,1,7,3,1.2224,2.8074,1.585,4,0.5714
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,11,MEANS,5,MEANS,GGGGG,False,0,1,3,1,1.585,1.585,0,2,0.6667
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,12,TRUTH,1,BRAIN,-G---,False,0,0,5629,128,5.4587,12.4587,7.0,5501,0.9773
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,12,TRUTH,2,CREEP,-G---,False,0,1,128,32,2.0,7.0,5.0,96,0.75
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,12,TRUTH,3,KROLL,-G---,False,0,1,32,9,1.8301,5.0,3.1699,23,0.7188
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,12,TRUTH,4,TRUST,GGG-Y,False,0,1,9,1,3.1699,3.1699,0,8,0.8889
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,12,TRUTH,5,TRUTH,GGGGG,False,0,3,1,1,0,0,0,0,0.0
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,13,FIRED,1,BRAIN,-Y-Y-,False,0,0,5629,120,5.5518,12.4587,6.9069,5509,0.9787
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,13,FIRED,2,HIRES,-GGG-,False,0,0,120,4,4.9069,6.9069,2.0,116,0.9667
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,13,FIRED,3,FIRED,GGGGG,False,0,3,4,1,2.0,2.0,0,3,0.75
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,14,FOLKS,1,BRAIN,-----,False,0,0,5629,760,2.8888,12.4587,9.5699,4869,0.865
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,14,FOLKS,2,LEVEL,Y----,False,0,0,760,71,3.4201,9.5699,6.1497,689,0.9066
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,14,FOLKS,3,HOLTZ,-GG--,False,0,0,71,9,2.9798,6.1497,3.1699,62,0.8732
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,14,FOLKS,4,MOLDS,-GG-G,False,0,2,9,3,1.585,3.1699,1.585,6,0.6667
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,14,FOLKS,5,SOLOS,-GG-G,False,0,3,3,2,0.585,1.585,1.0,1,0.3333
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,14,FOLKS,6,YOLKS,-GGGG,False,0,3,2,1,1.0,1.0,0,1,0.5
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,15,CHILE,1,THING,-GG--,False,0,0,5629,29,7.6007,12.4587,4.858,5600,0.9948
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,15,CHILE,2,SHIRK,-GG--,False,0,2,29,15,0.9511,4.858,3.9069,14,0.4828
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,15,CHILE,3,CHILL,GGGG-,False,0,2,15,3,2.3219,3.9069,1.585,12,0.8
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,15,CHILE,4,CHILD,GGGG-,False,0,4,3,2,0.585,1.585,1.0,1,0.3333
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,15,CHILE,5,CHILI,GGGG-,False,0,4,2,1,1.0,1.0,0,1,0.5
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,15,CHILE,6,CHILE,GGGGG,False,0,4,1,1,0,0,0,0,0.0
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,16,BLACK,1,STARE,--G--,False,0,0,5629,87,6.0157,12.4587,6.4429,5542,0.9845
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,16,BLACK,2,AGAIN,--G--,False,0,1,87,14,2.6356,6.4429,3.8074,73,0.8391
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,16,BLACK,3,CHAMP,Y-G--,False,0,1,14,3,2.2224,3.8074,1.585,11,0.7857
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,16,BLACK,4,BLACK,GGGGG,False,0,1,3,1,1.585,1.585,0,2,0.6667
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,17,GRANT,1,THOSE,Y----,False,0,0,5629,136,5.3712,12.4587,7.0875,5493,0.9758
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,17,GRANT,2,ADULT,Y---G,False,0,0,136,15,3.1806,7.0875,3.9069,121,0.8897
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,17,GRANT,3,GRANT,GGGGG,False,0,1,15,1,3.9069,3.9069,0,14,0.9333
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,18,MEALS,1,STARE,Y-G-Y,False,0,0,5629,22,7.9992,12.4587,4.4594,5607,0.9961
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,18,MEALS,2,LEAKS,YGG-G,False,0,1,22,3,2.8745,4.4594,1.585,19,0.8636
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,18,MEALS,3,HEALS,-GGGG,False,0,3,3,2,0.585,1.585,1.0,1,0.3333
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,18,MEALS,4,MEALS,GGGGG,False,0,4,2,1,1.0,1.0,0,1,0.5
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,19,CREAM,1,THIRD,---Y-,False,0,0,5629,645,3.1255,12.4587,9.3332,4984,0.8854
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,19,CREAM,2,FORCE,--YYY,False,0,0,645,16,5.3332,9.3332,4.0,629,0.9752
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,19,CREAM,3,RECEP,YYY--,False,0,0,16,3,2.415,4.0,1.585,13,0.8125
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,19,CREAM,4,CLEAR,G-GGY,False,0,0,3,1,1.585,1.585,0,2,0.6667
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,19,CREAM,5,CREAM,GGGGG,False,0,3,1,1,0,0,0,0,0.0
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,20,AWAKE,1,THINK,----Y,False,0,0,5629,183,4.943,12.4587,7.5157,5446,0.9675
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,20,AWAKE,2,JOKES,--YY-,False,0,0,183,20,3.1938,7.5157,4.3219,163,0.8907
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,20,AWAKE,3,AWAKE,GGGGG,False,0,0,20,1,4.3219,4.3219,0,19,0.95
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,21,OCCUR,1,BRAIN,-Y---,False,0,0,5629,409,3.7827,12.4587,8.676,5220,0.9273
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,21,OCCUR,2,MOYER,-Y--G,False,0,0,409,10,5.354,8.676,3.3219,399,0.9756
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,21,OCCUR,3,SCOUR,-GYGG,False,0,1,10,1,3.3219,3.3219,0,9,0.9
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,21,OCCUR,4,OCCUR,GGGGG,False,0,3,1,1,0,0,0,0,0.0
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,22,YEARS,1,THIRD,---G-,False,0,0,5629,153,5.2013,12.4587,7.2574,5476,0.9728
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,22,YEARS,2,EVERY,Y--GY,False,0,1,153,3,5.6724,7.2574,1.585,150,0.9804
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,22,YEARS,3,YOURE,G--GY,False,0,1,3,2,0.585,1.585,1.0,1,0.3333
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,22,YEARS,4,YEARS,GGGGG,False,0,2,2,1,1.0,1.0,0,1,0.5
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,23,GRADE,1,CAFÉS,-Y---,False,0,0,5629,722,2.9628,12.4587,9.4959,4907,0.8717
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,23,GRADE,2,ABOUT,Y----,False,0,0,722,199,1.8592,9.4959,7.6366,523,0.7244
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,23,GRADE,3,DRAIN,YGG--,False,0,0,199,3,6.0517,7.6366,1.585,196,0.9849
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,23,GRADE,4,GRADY,GGGG-,False,0,2,3,1,1.585,1.585,0,2,0.6667
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,23,GRADE,5,GRADE,GGGGG,False,0,4,1,1,0,0,0,0,0.0
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,24,CHILL,1,TRYST,-----,False,0,0,5629,1296,2.1188,12.4587,10.3399,4333,0.7698
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,24,CHILL,2,CLICK,GYG--,False,0,0,1296,4,8.3399,10.3399,2.0,1292,0.9969
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,24,CHILL,3,CHILL,GGGGG,False,0,2,4,1,2.0,2.0,0,3,0.75
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,25,FLOOD,1,GREAT,-----,False,0,0,5629,624,3.1733,12.4587,9.2854,5005,0.8891
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,25,FLOOD,2,BUILD,---YG,False,0,0,624,3,7.7004,9.2854,1.585,621,0.9952
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,25,FLOOD,3,FLOOD,GGGGG,False,0,1,3,1,1.585,1.585,0,2,0.6667
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,26,APPLY,1,THINK,-----,False,0,0,5629,1651,1.7695,12.4587,10.6891,3978,0.7067
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,26,APPLY,2,MULES,--Y--,False,0,0,1651,65,4.6668,10.6891,6.0224,1586,0.9606
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,26,APPLY,3,BLOOD,-Y---,False,0,0,65,12,2.4374,6.0224,3.585,53,0.8154
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,26,APPLY,4,LAZAR,YY---,False,0,0,12,1,3.585,3.585,0,11,0.9167
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,26,APPLY,5,APPLY,GGGGG,False,0,0,1,1,0,0,0,0,0.0
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,27,SMILE,1,THINK,--G--,False,0,0,5629,192,4.8737,12.4587,7.585,5437,0.9659
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,27,SMILE,2,QUIPS,--G-Y,False,0,1,192,18,3.415,7.585,4.1699,174,0.9062
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,27,SMILE,3,RAISE,--GYG,False,0,1,18,5,1.848,4.1699,2.3219,13,0.7222
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,27,SMILE,4,SLICE,GYG-G,False,0,2,5,1,2.3219,2.3219,0,4,0.8
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,27,SMILE,5,SMILE,GGGGG,False,0,3,1,1,0,0,0,0,0.0
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,28,KNOCK,1,GREEN,----Y,False,0,0,5629,436,3.6905,12.4587,8.7682,5193,0.9225
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,28,KNOCK,2,KNITS,GG---,False,0,0,436,5,6.4463,8.7682,2.3219,431,0.9885
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,28,KNOCK,3,KNOCK,GGGGG,False,0,2,5,1,2.3219,2.3219,0,4,0.8
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,29,SLEEP,1,CARDS,----Y,False,0,0,5629,287,4.2938,12.4587,8.1649,5342,0.949
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,29,SLEEP,2,STUFF,G----,False,0,0,287,76,1.917,8.1649,6.2479,211,0.7352
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,29,SLEEP,3,SENSE,GY--Y,False,0,1,76,4,4.2479,6.2479,2.0,72,0.9474
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,29,SLEEP,4,SLEEK,GGGG-,False,0,1,4,1,2.0,2.0,0,3,0.75
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,29,SLEEP,5,SLEEP,GGGGG,False,0,4,1,1,0,0,0,0,0.0
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,30,BRICK,1,THYME,-----,False,0,0,5629,1248,2.1733,12.4587,10.2854,4381,0.7783
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,30,BRICK,2,SWANK,----G,False,0,0,1248,20,5.9635,10.2854,4.3219,1228,0.984
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,30,BRICK,3,BRICK,GGGGG,False,0,1,20,1,4.3219,4.3219,0,19,0.95
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,31,WROTE,1,THINK,Y----,False,0,0,5629,451,3.6417,12.4587,8.817,5178,0.9199
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,31,WROTE,2,STRAY,-YY--,False,0,0,451,35,3.6877,8.817,5.1293,416,0.9224
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,31,WROTE,3,EBERT,Y--YY,False,0,0,35,5,2.8074,5.1293,2.3219,30,0.8571
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,31,WROTE,4,OUTER,Y-YYY,False,0,0,5,1,2.3219,2.3219,0,4,0.8
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,31,WROTE,5,WROTE,GGGGG,False,0,0,1,1,0,0,0,0,0.0
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,32,RATED,1,THINK,Y----,False,0,0,5629,451,3.6417,12.4587,8.817,5178,0.9199
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,32,RATED,2,GREET,-Y-GY,False,0,0,451,15,4.9101,8.817,3.9069,436,0.9667
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,32,RATED,3,WATER,-GGGY,True,1,1,15,2,2.9069,3.9069,1.0,13,0.8667
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,32,RATED,4,RATED,GGGGG,True,1,3,2,1,1.0,1.0,0,1,0.5
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,33,ALERT,1,SWORN,---G-,False,0,0,5629,125,5.4929,12.4587,6.9658,5504,0.9778
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,33,ALERT,2,THERE,Y-GG-,False,0,1,125,2,5.9658,6.9658,1.0,123,0.984
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,33,ALERT,3,AVERT,G-GGG,False,0,2,2,1,1.0,1.0,0,1,0.5
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,33,ALERT,4,ALERT,GGGGG,False,0,4,1,1,0,0,0,0,0.0
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,34,CAGES,1,THINK,-----,False,0,0,5629,1651,1.7695,12.4587,10.6891,3978,0.7067
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,34,CAGES,2,SLAMS,--Y-G,False,0,0,1651,48,5.1042,10.6891,5.585,1603,0.9709
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,34,CAGES,3,PACES,-GYGG,True,1,1,48,4,3.585,5.585,2.0,44,0.9167
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,34,CAGES,4,CARES,GG-GG,True,1,3,4,3,0.415,2.0,1.585,1,0.25
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,34,CAGES,5,CAGES,GGGGG,True,1,4,3,1,1.585,1.585,0,2,0.6667
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,35,TEDDY,1,THINK,G----,False,0,0,5629,136,5.3712,12.4587,7.0875,5493,0.9758
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,35,TEDDY,2,TERRY,GG--G,False,0,1,136,2,6.0875,7.0875,1.0,134,0.9853
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,35,TEDDY,3,TEDDY,GGGGG,False,0,3,2,1,1.0,1.0,0,1,0.5
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,36,COLES,1,MOODS,-G--G,False,0,0,5629,135,5.3818,12.4587,7.0768,5494,0.976
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,36,COLES,2,GOALS,-G-YG,False,0,2,135,25,2.433,7.0768,4.6439,110,0.8148
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,36,COLES,3,SOLIS,-GG-G,False,0,2,25,11,1.1844,4.6439,3.4594,14,0.56
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,36,COLES,4,COLES,GGGGG,False,0,3,11,1,3.4594,3.4594,0,10,0.9091
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,37,HWANG,1,ENJOY,-Y---,False,0,0,5629,422,3.7376,12.4587,8.7211,5207,0.925
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,37,HWANG,2,CHINK,-Y-G-,False,0,0,422,5,6.3992,8.7211,2.3219,417,0.9882
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,37,HWANG,3,HANNA,GY-G-,False,0,1,5,2,1.3219,2.3219,1.0,3,0.6
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,37,HWANG,4,HWANG,GGGGG,False,0,2,2,1,1.0,1.0,0,1,0.5
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,38,WRATH,1,THINK,YY---,False,0,0,5629,89,5.9829,12.4587,6.4757,5540,0.9842
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,38,WRATH,2,STASH,-YG-G,False,0,0,89,5,4.1538,6.4757,2.3219,84,0.9438
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,38,WRATH,3,DEATH,--GGG,False,0,2,5,2,1.3219,2.3219,1.0,3,0.6
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,38,WRATH,4,WRATH,GGGGG,False,0,3,2,1,1.0,1.0,0,1,0.5
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,39,MACHO,1,BRACE,--YY-,False,0,0,5629,92,5.9351,12.4587,6.5236,5537,0.9837
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,39,MACHO,2,CALIF,YG---,False,0,0,92,21,2.1312,6.5236,4.3923,71,0.7717
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,39,MACHO,3,YACHT,-GGG-,False,0,1,21,5,2.0704,4.3923,2.3219,16,0.7619
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,39,MACHO,4,SACHS,-GGG-,False,0,3,5,3,0.737,2.3219,1.585,2,0.4
model_granite_3.3_8b_instruct_chain-of-thought_20251211_210913.csv,granite-3.3-8b-instruct,chain-of-thought,39,MACHO,5,MACHO,GGGGG,False,0,3,3,1,1.585,1.585,0,2,0.6667
