strategy,game_number,target_word,tier,won,attempts,total_reward,guess_1,feedback_1,hamming_1,levenshtein_1,guess_2,feedback_2,hamming_2,levenshtein_2,guess_3,feedback_3,hamming_3,levenshtein_3,guess_4,feedback_4,hamming_4,levenshtein_4,guess_5,feedback_5,hamming_5,levenshtein_5,guess_6,feedback_6,hamming_6,levenshtein_6,violated_green_1,violated_yellow_1,violated_gray_1,total_violations_1,violated_green_2,violated_yellow_2,violated_gray_2,total_violations_2,violated_green_3,violated_yellow_3,violated_gray_3,total_violations_3,violated_green_4,violated_yellow_4,violated_gray_4,total_violations_4,violated_green_5,violated_yellow_5,violated_gray_5,total_violations_5,violated_green_6,violated_yellow_6,violated_gray_6,total_violations_6
pure_random,78,CASIO,3,False,7,-10.0,SPITE,Y-Y--,5,5,DIXIE,---G-,4,4,ASHOK,YY-Y-,5.0,3.0,SPATE,Y-Y--,5.0,5.0,CISCO,GYG-G,2.0,2.0,WOUND,-Y---,5.0,5.0,0,0,0,0,0,1,1,2,1,1,0,2,1,3,3,7,1,1,0,2,4,3,1,8
pure_random,79,VOILA,3,False,7,-10.0,BAHIA,---YG,4,4,RHYME,-----,5,5,FLAPS,-YY--,5.0,5.0,JOSHI,-G--Y,4.0,4.0,NAZIS,-Y-Y-,5.0,5.0,CARVE,-Y-Y-,5.0,5.0,0,0,0,0,1,1,1,3,1,1,0,2,1,2,2,5,2,2,1,5,2,3,2,7
pure_random,80,AURAL,3,False,7,-10.0,BUSTS,-G---,4,4,WIPED,-----,5,5,ABUJA,G-Y-Y,4.0,3.0,PLAYA,-YY-Y,5.0,5.0,SEUSS,--Y--,5.0,5.0,YOURE,--YY-,5.0,4.0,0,0,0,0,1,0,0,1,1,0,1,2,2,2,1,5,2,3,2,7,2,3,2,7
pure_random,81,LEGER,3,False,7,-10.0,GOTTA,Y----,5,5,SANDS,-----,5,5,WALTZ,--Y--,5.0,5.0,DERBY,-GY--,4.0,4.0,NEGAN,-GG--,3.0,3.0,DIZZY,-----,5.0,5.0,0,0,0,0,0,1,1,2,0,1,2,3,0,2,1,3,0,2,2,4,2,3,3,8
pure_random,82,DALLY,3,False,7,-10.0,LARRY,YG--G,3,3,HYDRA,-YY-Y,5,5,TECHS,-----,5.0,5.0,OZZIE,-----,5.0,5.0,CARDI,-G-Y-,4.0,4.0,DELAY,G-GYG,2.0,2.0,0,0,0,0,2,1,1,4,2,4,1,7,2,4,1,7,1,2,3,6,1,0,1,2
pure_random,83,INIGO,3,False,7,-10.0,SNORT,-GY--,4,4,LAUDA,-----,5,5,BOWES,-Y---,5.0,5.0,LABAN,----Y,5.0,5.0,REBEL,-----,5.0,5.0,OLDIE,Y--Y-,5.0,5.0,0,0,0,0,1,1,0,2,1,0,1,2,1,1,3,5,1,2,4,7,1,1,3,5
pure_random,84,KRILL,3,False,7,-10.0,BRENT,-G---,4,4,BOWES,-----,5,5,LIGHT,YY---,5.0,5.0,DOVER,----Y,5.0,5.0,BRAND,-G---,4.0,4.0,GRATE,-G---,4.0,4.0,0,0,0,0,1,0,2,3,1,0,1,2,1,2,2,5,0,2,3,5,0,2,4,6
pure_random,85,SNIDE,3,False,7,-10.0,POPPY,-----,5,5,KOOKY,-----,5,5,BLITZ,--G--,4.0,4.0,SNAPS,GG---,3.0,3.0,RAQQA,-----,5.0,5.0,SECTS,GY---,4.0,4.0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,2,3,0,1,4,2,0,1,3
pure_random,86,LEWES,3,False,7,-10.0,SIZED,Y--G-,4,4,YANKS,----G,4,4,EVERS,Y-Y-G,4.0,3.0,USHER,-Y-G-,4.0,4.0,MARYS,----G,4.0,4.0,ROHAN,-----,5.0,5.0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,2,1,1,3,5,2,2,4,8
pure_random,87,TAMER,3,False,7,-10.0,STAIR,-YY-G,4,3,KYOTO,---Y-,5,5,LAUDA,-G---,4.0,4.0,DHAKA,--Y--,5.0,5.0,ALISA,Y----,5.0,5.0,MICKY,Y----,5.0,5.0,0,0,0,0,1,1,0,2,1,1,0,2,2,2,2,6,2,1,3,6,2,2,3,7
pure_random,88,COTTA,3,False,7,-10.0,STOUT,-YY-Y,5,4,KENJI,-----,5,5,PLANO,--Y-Y,5.0,5.0,REMUS,-----,5.0,5.0,IONIC,-G--Y,4.0,4.0,DJING,-----,5.0,5.0,0,0,0,0,0,2,0,2,0,1,1,2,0,3,3,6,0,2,2,4,1,4,3,8
pure_random,89,CORBY,3,False,7,-10.0,MARGO,--G-Y,4,4,SEALS,-----,5,5,CLAIM,G----,4.0,4.0,MESSY,----G,4.0,4.0,DALEK,-----,5.0,5.0,RACED,Y-Y--,5.0,5.0,0,0,0,0,1,1,1,3,1,1,3,5,2,1,3,6,3,1,3,7,3,1,3,7
pure_random,90,POLIS,3,False,7,-10.0,BEEBE,-----,5,5,STOUT,Y-Y--,5,5,COUNT,-G---,4.0,4.0,EMAIL,---GY,4.0,4.0,POSED,GGY--,3.0,3.0,BONUS,-G--G,3.0,3.0,0,0,0,0,0,0,0,0,0,1,2,3,1,2,1,4,1,1,1,3,2,1,3,6
pure_random,91,ROXAS,3,False,7,-10.0,ERNIE,-Y---,5,5,SHADE,Y-Y--,5,5,FABLE,-Y---,5.0,5.0,FRANS,-YY-G,4.0,4.0,LORDS,-GY-G,3.0,3.0,BOYCE,-G---,4.0,4.0,0,0,0,0,0,1,1,2,0,2,1,3,0,2,2,4,0,1,2,3,1,3,2,6
pure_random,92,RANCE,3,False,7,-10.0,BINDS,--G--,4,4,SPORE,---YG,4,4,BUTCH,---G-,4.0,4.0,VIMEO,---Y-,5.0,5.0,IMPLY,-----,5.0,5.0,NORMS,Y-Y--,5.0,5.0,0,0,0,0,1,0,1,2,2,1,1,4,3,1,2,6,3,2,3,8,3,1,3,7
pure_random,93,CARON,3,False,7,-10.0,RINGO,Y-Y-Y,5,5,COOKS,GY---,4,4,OBEYS,Y----,5.0,5.0,UNFIT,-Y---,5.0,5.0,BEVEL,-----,5.0,5.0,GANJA,-GY--,4.0,4.0,0,0,0,0,0,2,0,2,1,2,1,4,1,2,1,4,1,3,2,6,1,3,1,5
pure_random,94,SURYA,3,False,7,-10.0,PORCH,--G--,4,4,FIXER,----Y,5,5,OUTER,-G--Y,4.0,4.0,ACCRA,---YG,4.0,4.0,SITED,G----,4.0,4.0,CRUEL,-YY--,5.0,5.0,0,0,0,0,1,0,0,1,1,1,2,4,2,0,1,3,3,1,3,7,4,0,2,6
pure_random,95,AGGIE,3,False,7,-10.0,INNER,Y--Y-,5,5,GUESS,Y-Y--,5,5,MOWER,---Y-,5.0,5.0,ANGST,G-G--,3.0,3.0,VIEJO,-YY--,5.0,5.0,UNTIL,---G-,4.0,4.0,0,0,0,0,0,1,0,1,0,3,1,4,0,2,2,4,2,2,1,5,2,2,3,7
pure_random,96,CAUSA,3,False,7,-10.0,DROPS,----Y,5,5,DIODE,-----,5,5,POWER,-----,5.0,5.0,UNMET,Y----,5.0,5.0,YARRA,-G--G,3.0,3.0,GRUPO,--G--,4.0,4.0,0,0,0,0,0,1,2,3,0,1,4,5,0,1,1,2,0,2,1,3,2,1,3,6
pure_random,97,BAMBA,3,False,7,-10.0,OCCUR,-----,5,5,ALVES,Y----,5,5,LYING,-----,5.0,5.0,DAWES,-G---,4.0,4.0,SURRY,-----,5.0,5.0,LEPER,-----,5.0,5.0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,2,1,1,4,6,1,1,3,5
pure_random,98,MAYNE,3,False,7,-10.0,MAYES,GGGY-,2,2,UCONN,---G-,4,4,EASES,YG---,4.0,4.0,PESTS,-Y---,5.0,5.0,OWNER,--YY-,5.0,4.0,CLICK,-----,5.0,5.0,0,0,0,0,3,1,0,4,3,1,1,5,4,0,1,5,4,1,1,6,4,2,1,7
pure_random,99,BOGGS,3,False,7,-10.0,SLIMY,Y----,5,5,SCARF,Y----,5,5,RENTS,----G,4.0,4.0,MAHAL,-----,5.0,5.0,CLOTH,--Y--,5.0,5.0,CRYPT,-----,5.0,5.0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,3,5,1,1,4,6,1,2,4,7
pure_random,100,FINNS,3,False,7,-10.0,HEBEI,----Y,5,5,GURUS,----G,4,4,CUNTS,--G-G,3.0,3.0,HEATH,-----,5.0,5.0,DRAPE,-----,5.0,5.0,NANNY,--GG-,3.0,3.0,0,0,0,0,0,1,0,1,0,1,1,2,2,1,3,6,2,1,3,6,1,1,1,3
random,1,PHOTO,1,True,4,7.7,TUNER,Y----,5,5,BHATT,-G-G-,3,3,SHITS,-G-G-,3.0,3.0,PHOTO,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,2,PARTY,1,True,6,4.0,BONNY,----G,4,4,JELLY,----G,4,4,DIZZY,----G,4.0,4.0,GARRY,-GG-G,2.0,2.0,MARTY,-GGGG,1.0,1.0,PARTY,GGGGG,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,3,TRICK,1,True,4,9.0,ALEXA,-----,5,5,BUICK,--GGG,2,2,FRICK,-GGGG,1.0,1.0,TRICK,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,4,DIRTY,1,True,4,7.9,LEXIE,---Y-,5,5,SITKA,-GY--,4,4,WIRTH,-GGG-,2.0,2.0,DIRTY,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,5,USUAL,1,True,4,8.3,ROADS,--Y-Y,5,5,BASAL,--YGG,3,3,STEAL,Y--GG,3.0,3.0,USUAL,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,6,TRULY,1,True,5,7.4,WATER,--Y-Y,5,5,TRIMS,GG---,3,3,TRUNK,GGG--,2.0,2.0,TRUDY,GGG-G,1.0,1.0,TRULY,GGGGG,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,7,SPENT,1,True,6,5.4,JENNI,-Y-G-,4,4,ARENA,--GG-,3,3,GLENS,--GGY,3.0,3.0,SCENE,G-GG-,2.0,2.0,SPEND,GGGG-,1.0,1.0,SPENT,GGGGG,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,8,PAUSE,1,True,6,3.5999999999999996,NAWAB,-G---,4,4,MACHU,-G--Y,4,4,GAUDY,-GG--,3.0,3.0,VAULT,-GG--,3.0,3.0,SAUER,YGGY-,3.0,3.0,PAUSE,GGGGG,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,9,CRAZY,1,True,6,5.5,SWAIN,--G--,4,4,CRAFT,GGG--,2,2,CRABB,GGG--,2.0,2.0,CRAVE,GGG--,2.0,2.0,CRAMP,GGG--,2.0,2.0,CRAZY,GGGGG,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,10,BASES,1,False,7,-10.0,STAFF,Y-Y--,5,5,HANGS,-G--G,3,3,CARBS,-G-YG,3.0,3.0,BALES,GG-GG,1.0,1.0,BABES,GG-GG,1.0,1.0,BAKES,GG-GG,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,11,YOUNG,1,True,5,4.4,FILET,-----,5,5,SACRA,-----,5,5,MUMBO,-Y--Y,5.0,5.0,WOUND,-GGG-,2.0,2.0,YOUNG,GGGGG,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,12,MEANS,1,True,6,5.9,VEDIC,-G---,4,4,GENUS,-GY-G,3,3,NESTS,YG--G,3.0,3.0,LEANS,-GGGG,1.0,1.0,BEANS,-GGGG,1.0,1.0,MEANS,GGGGG,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,13,TRUTH,1,True,4,7.4,JOINT,----Y,5,5,LGBTQ,---G-,4,4,TUFTS,GY-G-,3.0,3.0,TRUTH,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,14,FIRED,1,True,4,6.1,TALKS,-----,5,5,CONCH,-----,5,5,GREIG,-YYY-,5.0,4.0,FIRED,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,15,FOLKS,1,True,4,8.0,SITES,----G,4,4,ARGUS,----G,4,4,BOOKS,-G-GG,2.0,2.0,FOLKS,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,16,CHILE,1,True,3,9.1,HUMAN,Y----,5,5,ROCHE,--YYG,4,4,CHILE,GGGGG,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,17,BLACK,1,True,5,4.4,THERE,-----,5,5,PUSSY,-----,5,5,FLING,-G---,4.0,4.0,CLOAK,YG-YG,3.0,3.0,BLACK,GGGGG,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,18,GRANT,1,True,5,6.8,MAKER,-Y--Y,5,5,SOARS,--GY-,4,4,GRAVY,GGG--,2.0,2.0,GRAIN,GGG-Y,2.0,2.0,GRANT,GGGGG,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,19,MEALS,1,True,6,3.899999999999999,STERN,Y-Y--,5,5,POISE,---YY,5,5,CASES,-Y-YG,4.0,4.0,HEADS,-GG-G,2.0,2.0,LEAKS,YGG-G,2.0,2.0,MEALS,GGGGG,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,20,CREAM,1,True,5,5.7,GIDDY,-----,5,5,QUEST,--G--,4,4,WRECK,-GGY-,3.0,3.0,CREEP,GGG--,2.0,2.0,CREAM,GGGGG,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,21,AWAKE,1,True,5,7.7,DEATH,-YG--,4,4,QUAKE,--GGG,2,2,FLAKE,--GGG,2.0,2.0,BRAKE,--GGG,2.0,2.0,AWAKE,GGGGG,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,22,OCCUR,1,True,5,4.199999999999999,LAKHS,-----,5,5,PROVE,-YY--,5,5,JORDI,-YY--,5.0,5.0,RUMOR,-Y-YG,4.0,4.0,OCCUR,GGGGG,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,23,YEARS,1,False,7,-10.0,CHATS,--G-G,3,3,LEAFS,-GG-G,2,2,MEARS,-GGGG,1.0,1.0,GEARS,-GGGG,1.0,1.0,REARS,-GGGG,1.0,1.0,NEARS,-GGGG,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,24,GRADE,1,False,7,-10.0,CHAIN,--G--,4,4,LEAKY,-YG--,4,4,STATE,--G-G,3.0,3.0,FRAME,-GG-G,2.0,2.0,GRAZE,GGG-G,1.0,1.0,GRAVE,GGG-G,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,25,CHILL,1,True,6,3.9,FREUD,-----,5,5,SACHA,--YY-,5,5,CHICK,GGG--,2.0,2.0,CHING,GGG--,2.0,2.0,CHIMP,GGG--,2.0,2.0,CHILL,GGGGG,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,26,FLOOD,1,True,5,5.9,RISES,-----,5,5,LOLLY,YY---,5,4,FLOCK,GGG--,2.0,2.0,FLOAT,GGG--,2.0,2.0,FLOOD,GGGGG,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,27,APPLY,1,True,3,9.5,MINTY,----G,4,4,LOWLY,---GG,3,3,APPLY,GGGGG,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,28,SMILE,1,True,3,10.4,THINS,--G-Y,4,4,SLICE,GYG-G,2,2,SMILE,GGGGG,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,29,KNOCK,1,True,5,6.4,BRIAN,----Y,5,5,JOONG,--GY-,4,4,KNOWS,GGG--,2.0,2.0,KNOLL,GGG--,2.0,2.0,KNOCK,GGGGG,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,30,SLEEP,1,True,6,7.2,VIBES,---GY,4,4,SNEER,G-GG-,2,2,SHEEP,G-GGG,1.0,1.0,SWEEP,G-GGG,1.0,1.0,STEEP,G-GGG,1.0,1.0,SLEEP,GGGGG,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,31,BRICK,1,False,7,-10.0,DIALS,-Y---,5,5,WHINE,--G--,4,4,FRICK,-GGGG,1.0,1.0,TRICK,-GGGG,1.0,1.0,CRICK,-GGGG,1.0,1.0,PRICK,-GGGG,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,32,WROTE,1,True,4,8.8,POSED,-Y-Y-,5,4,AWOKE,-YG-G,3,3,WHORE,G-GYG,2.0,2.0,WROTE,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,33,RATED,1,True,3,9.4,TUFTS,Y----,5,5,RIVET,G--GY,3,3,RATED,GGGGG,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,34,ALERT,1,True,2,10.8,LITER,Y-YYY,5,4,ALERT,GGGGG,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,35,CAGES,2,False,7,-10.0,MAVIS,-G--G,3,3,RACES,-GYGG,2,2,CAFES,GG-GG,1.0,1.0,CAKES,GG-GG,1.0,1.0,CAPES,GG-GG,1.0,1.0,CATES,GG-GG,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,36,TEDDY,2,True,5,4.6000000000000005,BUSAN,-----,5,5,CRORE,----Y,5,5,MILEY,---YG,4.0,4.0,JETTY,-GY-G,3.0,3.0,TEDDY,GGGGG,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,37,COLES,2,True,5,7.4,HIPPO,----Y,5,5,GOALS,-G-YG,3,3,BOLTS,-GG-G,2.0,2.0,ROLES,-GGGG,1.0,1.0,COLES,GGGGG,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,38,HWANG,2,True,4,8.3,POGBA,--Y-Y,5,5,GRAFT,Y-G--,4,4,SHANG,-YGGG,2.0,2.0,HWANG,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,39,WRATH,2,True,4,9.2,TRURO,YG---,4,4,PRATT,-GGG-,2,2,GRATE,-GGG-,2.0,2.0,WRATH,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,40,MACHO,2,True,5,5.9,TOWNE,-Y---,5,5,FAVOR,-G-Y-,4,4,PAULO,-G--G,3.0,3.0,SAKHO,-G-GG,2.0,2.0,MACHO,GGGGG,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,41,LOPEZ,2,True,5,6.2,ROCKS,-G---,4,4,BOGEY,-G-G-,3,3,VOWED,-G-G-,3.0,3.0,MOTEL,-G-GY,3.0,3.0,LOPEZ,GGGGG,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,42,GOODY,2,True,4,6.5,NAIVE,-----,5,5,HURST,-----,5,5,GLOCK,G-G--,3.0,3.0,GOODY,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,43,BROTH,2,True,4,7.4,HANDY,Y----,5,5,OFTHE,Y-YY-,5,4,TORCH,YYY-G,4.0,4.0,BROTH,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,44,VERDE,2,True,5,5.2,PLAID,----Y,5,5,FUNDS,---G-,4,4,TEDDY,-G-G-,3.0,3.0,HEBDO,-G-G-,3.0,3.0,VERDE,GGGGG,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,45,TAMED,2,True,6,3.5999999999999996,DICKS,Y----,5,5,ODOUR,-Y---,5,5,HANDY,-G-Y-,4.0,4.0,PAVED,-G-GG,2.0,2.0,FAMED,-GGGG,1.0,1.0,TAMED,GGGGG,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,46,LEAFS,2,False,7,-10.0,NEILL,-G-Y-,4,4,LEMME,GG---,3,3,LEARY,GGG--,2.0,2.0,LEAST,GGGY-,2.0,2.0,LEAPS,GGG-G,1.0,1.0,LEADS,GGG-G,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,47,YACHT,2,True,5,5.699999999999999,KILDA,----Y,5,5,GATES,-GY--,4,4,MARTY,-G-YY,4.0,4.0,HAYAT,YGY-G,3.0,3.0,YACHT,GGGGG,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,48,MESSY,2,True,4,7.0,SABER,Y--Y-,5,5,ELVIS,Y---Y,5,5,GUEST,--YG-,4.0,4.0,MESSY,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,49,RYDER,2,True,5,6.1,ASCII,-----,5,5,HEROD,-YY-Y,5,5,ELDER,--GGG,2.0,2.0,UNDER,--GGG,2.0,2.0,RYDER,GGGGG,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,50,MOTIF,2,True,4,7.9,SHINE,--Y--,5,5,LUCIO,---GY,4,4,MORIA,GG-G-,2.0,2.0,MOTIF,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,51,RAVEN,2,True,4,8.1,NEILL,YY---,5,5,DOESN,--Y-G,4,4,RUBEN,G--GG,2.0,2.0,RAVEN,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,52,REICH,2,True,5,4.6,SCOLD,-Y---,5,5,TUNIC,---YY,5,4,VICKY,-YY--,5.0,4.0,CRIME,YYG-Y,4.0,4.0,REICH,GGGGG,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,53,ICONS,2,True,4,7.8,DECAY,--Y--,5,5,CONTI,YYY-Y,5,3,SCION,YGYYY,4.0,3.0,ICONS,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,54,SILKY,2,True,3,8.8,CHICA,--Y--,5,5,LEVIS,Y--YY,5,5,SILKY,GGGGG,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,55,CARVE,2,True,4,8.0,AXONS,Y----,5,5,CLARA,G-YY-,4,3,CATER,GG-YY,3.0,3.0,CARVE,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,56,LAGER,2,True,3,11.0,TAMAR,-G--G,3,3,LASER,GG-GG,1,1,LAGER,GGGGG,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,57,JERKS,2,True,6,4.2,ADDIS,----G,4,4,BLURS,---YG,4,4,TORTS,--G-G,3.0,3.0,SERFS,-GG-G,2.0,2.0,CERES,-GG-G,2.0,2.0,JERKS,GGGGG,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,58,LOTUS,2,True,4,9.0,PUNTS,-Y-YG,4,4,STUBS,-YY-G,4,3,TORUS,YG-GG,2.0,2.0,LOTUS,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,59,LACEY,2,True,3,9.2,IBSEN,---G-,4,4,COVET,Y--G-,4,4,LACEY,GGGGG,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,60,TUDOR,2,True,3,9.4,DEVON,Y--G-,4,4,ADIOS,-Y-G-,4,4,TUDOR,GGGGG,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,61,QUOTA,2,True,3,9.0,GOODS,--G--,4,4,PROBE,--G--,4,4,QUOTA,GGGGG,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,62,MOURN,2,True,4,8.3,PAWNS,---Y-,5,5,HONOR,-GY-Y,4,4,ROUEN,YGG-G,2.0,2.0,MOURN,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,63,PROMO,2,True,3,10.4,METOO,Y--YG,4,4,CUOMO,--GGG,2,2,PROMO,GGGGG,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,64,CASTE,2,True,5,6.7,DURGA,----Y,5,5,HAYNE,-G--G,3,3,WAITE,-G-GG,2.0,2.0,MATTE,-G-GG,2.0,2.0,CASTE,GGGGG,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
